"CRIM";"ZN";"INDUS";"CHAS";"NOX";"RM";"AGE";"DIS";"RAD";"TAX";"PTRATIO";"B";"LSTAT";"MEDV"
1.1308100000000001e+00;0.0000000000000000e+00;8.1400000000000006e+00;0.0000000000000000e+00;5.3800000000000003e-01;5.7130000000000001e+00;9.4099999999999994e+01;4.2329999999999997e+00;4.0000000000000000e+00;3.0700000000000000e+02;2.1000000000000000e+01;3.6017000000000002e+02;2.2600000000000001e+01;1.2699999999999999e+01
1.3547199999999999e+00;0.0000000000000000e+00;8.1400000000000006e+00;0.0000000000000000e+00;5.3800000000000003e-01;6.0720000000000001e+00;1.0000000000000000e+02;4.1749999999999998e+00;4.0000000000000000e+00;3.0700000000000000e+02;2.1000000000000000e+01;3.7673000000000002e+02;1.3039999999999999e+01;1.4500000000000000e+01
1.3879900000000001e+00;0.0000000000000000e+00;8.1400000000000006e+00;0.0000000000000000e+00;5.3800000000000003e-01;5.9500000000000002e+00;8.2000000000000000e+01;3.9900000000000002e+00;4.0000000000000000e+00;3.0700000000000000e+02;2.1000000000000000e+01;2.3259999999999999e+02;2.7710000000000001e+01;1.3199999999999999e+01
1.1517200000000001e+00;0.0000000000000000e+00;8.1400000000000006e+00;0.0000000000000000e+00;5.3800000000000003e-01;5.7009999999999996e+00;9.5000000000000000e+01;3.7871999999999999e+00;4.0000000000000000e+00;3.0700000000000000e+02;2.1000000000000000e+01;3.5876999999999998e+02;1.8350000000000001e+01;1.3100000000000000e+01
1.6128199999999999e+00;0.0000000000000000e+00;8.1400000000000006e+00;0.0000000000000000e+00;5.3800000000000003e-01;6.0960000000000001e+00;9.6900000000000006e+01;3.7597999999999998e+00;4.0000000000000000e+00;3.0700000000000000e+02;2.1000000000000000e+01;2.4831000000000000e+02;2.0340000000000000e+01;1.3500000000000000e+01
6.4170000000000005e-02;0.0000000000000000e+00;5.9600000000000000e+00;0.0000000000000000e+00;4.9900000000000000e-01;5.9329999999999998e+00;6.8200000000000003e+01;3.3603000000000001e+00;5.0000000000000000e+00;2.7900000000000000e+02;1.9199999999999999e+01;3.9689999999999998e+02;9.6799999999999997e+00;1.8899999999999999e+01
9.7439999999999999e-02;0.0000000000000000e+00;5.9600000000000000e+00;0.0000000000000000e+00;4.9900000000000000e-01;5.8410000000000002e+00;6.1399999999999999e+01;3.3778999999999999e+00;5.0000000000000000e+00;2.7900000000000000e+02;1.9199999999999999e+01;3.7756000000000000e+02;1.1410000000000000e+01;2.0000000000000000e+01
8.0140000000000003e-02;0.0000000000000000e+00;5.9600000000000000e+00;0.0000000000000000e+00;4.9900000000000000e-01;5.8499999999999996e+00;4.1500000000000000e+01;3.9342000000000001e+00;5.0000000000000000e+00;2.7900000000000000e+02;1.9199999999999999e+01;3.9689999999999998e+02;8.7699999999999996e+00;2.1000000000000000e+01
1.7505000000000001e-01;0.0000000000000000e+00;5.9600000000000000e+00;0.0000000000000000e+00;4.9900000000000000e-01;5.9660000000000002e+00;3.0199999999999999e+01;3.8473000000000002e+00;5.0000000000000000e+00;2.7900000000000000e+02;1.9199999999999999e+01;3.9343000000000001e+02;1.0130000000000001e+01;2.4699999999999999e+01
2.7629999999999998e-02;7.5000000000000000e+01;2.9500000000000002e+00;0.0000000000000000e+00;4.2799999999999999e-01;6.5949999999999998e+00;2.1800000000000001e+01;5.4010999999999996e+00;3.0000000000000000e+00;2.5200000000000000e+02;1.8300000000000001e+01;3.9563000000000000e+02;4.3200000000000003e+00;3.0800000000000001e+01
3.3590000000000002e-02;7.5000000000000000e+01;2.9500000000000002e+00;0.0000000000000000e+00;4.2799999999999999e-01;7.0240000000000000e+00;1.5800000000000001e+01;5.4010999999999996e+00;3.0000000000000000e+00;2.5200000000000000e+02;1.8300000000000001e+01;3.9562000000000000e+02;1.9800000000000000e+00;3.4899999999999999e+01
1.2744000000000000e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;6.7699999999999996e+00;2.8999999999999999e+00;5.7209000000000003e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.8541000000000003e+02;4.8399999999999999e+00;2.6600000000000001e+01
1.4149999999999999e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;6.1689999999999996e+00;6.5999999999999996e+00;5.7209000000000003e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.8337000000000000e+02;5.8099999999999996e+00;2.5300000000000001e+01
1.5936000000000000e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;6.2110000000000003e+00;6.5000000000000000e+00;5.7209000000000003e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9445999999999998e+02;7.4400000000000004e+00;2.4699999999999999e+01
1.2268999999999999e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;6.0690000000000000e+00;4.0000000000000000e+01;5.7209000000000003e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.8938999999999999e+02;9.5500000000000007e+00;2.1199999999999999e+01
1.7141999999999999e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;5.6820000000000004e+00;3.3799999999999997e+01;5.1003999999999996e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9689999999999998e+02;1.0210000000000001e+01;1.9300000000000001e+01
1.8836000000000000e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;5.7859999999999996e+00;3.3299999999999997e+01;5.1003999999999996e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9689999999999998e+02;1.4150000000000000e+01;2.0000000000000000e+01
2.2927000000000000e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;6.0300000000000002e+00;8.5500000000000000e+01;5.6894000000000000e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9274000000000001e+02;1.8800000000000001e+01;1.6600000000000001e+01
2.5386999999999998e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;5.3990000000000000e+00;9.5299999999999997e+01;5.8700000000000001e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9689999999999998e+02;3.0809999999999999e+01;1.4400000000000000e+01
2.1976999999999999e-01;0.0000000000000000e+00;6.9100000000000001e+00;0.0000000000000000e+00;4.4800000000000001e-01;5.6020000000000003e+00;6.2000000000000000e+01;6.0876999999999999e+00;3.0000000000000000e+00;2.3300000000000000e+02;1.7899999999999999e+01;3.9689999999999998e+02;1.6199999999999999e+01;1.9399999999999999e+01
8.8730000000000003e-02;2.1000000000000000e+01;5.6399999999999997e+00;0.0000000000000000e+00;4.3900000000000000e-01;5.9630000000000001e+00;4.5700000000000003e+01;6.8147000000000002e+00;4.0000000000000000e+00;2.4300000000000000e+02;1.6800000000000001e+01;3.9556000000000000e+02;1.3449999999999999e+01;1.9699999999999999e+01
4.3369999999999999e-02;2.1000000000000000e+01;5.6399999999999997e+00;0.0000000000000000e+00;4.3900000000000000e-01;6.1150000000000002e+00;6.3000000000000000e+01;6.8147000000000002e+00;4.0000000000000000e+00;2.4300000000000000e+02;1.6800000000000001e+01;3.9397000000000003e+02;9.4299999999999997e+00;2.0500000000000000e+01
5.3600000000000002e-02;2.1000000000000000e+01;5.6399999999999997e+00;0.0000000000000000e+00;4.3900000000000000e-01;6.5110000000000001e+00;2.1100000000000001e+01;6.8147000000000002e+00;4.0000000000000000e+00;2.4300000000000000e+02;1.6800000000000001e+01;3.9689999999999998e+02;5.2800000000000002e+00;2.5000000000000000e+01
4.9810000000000000e-02;2.1000000000000000e+01;5.6399999999999997e+00;0.0000000000000000e+00;4.3900000000000000e-01;5.9980000000000002e+00;2.1399999999999999e+01;6.8147000000000002e+00;4.0000000000000000e+00;2.4300000000000000e+02;1.6800000000000001e+01;3.9689999999999998e+02;8.4299999999999997e+00;2.3399999999999999e+01
1.3599999999999999e-02;7.5000000000000000e+01;4.0000000000000000e+00;0.0000000000000000e+00;4.0999999999999998e-01;5.8879999999999999e+00;4.7600000000000001e+01;7.3197000000000001e+00;3.0000000000000000e+00;4.6900000000000000e+02;2.1100000000000001e+01;3.9689999999999998e+02;1.4800000000000001e+01;1.8899999999999999e+01
1.3110000000000000e-02;9.0000000000000000e+01;1.2200000000000000e+00;0.0000000000000000e+00;4.0300000000000002e-01;7.2489999999999997e+00;2.1899999999999999e+01;8.6966000000000001e+00;5.0000000000000000e+00;2.2600000000000000e+02;1.7899999999999999e+01;3.9593000000000001e+02;4.8099999999999996e+00;3.5399999999999999e+01
2.0549999999999999e-02;8.5000000000000000e+01;7.3999999999999999e-01;0.0000000000000000e+00;4.0999999999999998e-01;6.3830000000000000e+00;3.5700000000000003e+01;9.1875999999999998e+00;2.0000000000000000e+00;3.1300000000000000e+02;1.7300000000000001e+01;3.9689999999999998e+02;5.7699999999999996e+00;2.4699999999999999e+01
1.4319999999999999e-02;1.0000000000000000e+02;1.3200000000000001e+00;0.0000000000000000e+00;4.1099999999999998e-01;6.8159999999999998e+00;4.0500000000000000e+01;8.3247999999999998e+00;5.0000000000000000e+00;2.5600000000000000e+02;1.5100000000000000e+01;3.9289999999999998e+02;3.9500000000000002e+00;3.1600000000000001e+01
1.5445000000000000e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;6.1449999999999996e+00;2.9199999999999999e+01;7.8148000000000000e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.9068000000000001e+02;6.8600000000000003e+00;2.3300000000000001e+01
1.0328000000000000e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;5.9269999999999996e+00;4.7200000000000003e+01;6.9320000000000004e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.9689999999999998e+02;9.2200000000000006e+00;1.9600000000000001e+01
1.4932000000000001e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;5.7409999999999997e+00;6.6200000000000003e+01;7.2253999999999996e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.9511000000000001e+02;1.3150000000000000e+01;1.8699999999999999e+01
1.7171000000000000e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;5.9660000000000002e+00;9.3400000000000006e+01;6.8185000000000002e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.7807999999999998e+02;1.4440000000000000e+01;1.6000000000000000e+01
1.1027000000000001e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;6.4560000000000004e+00;6.7799999999999997e+01;7.2255000000000003e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.9689999999999998e+02;6.7300000000000004e+00;2.2199999999999999e+01
1.2650000000000000e-01;2.5000000000000000e+01;5.1299999999999999e+00;0.0000000000000000e+00;4.5300000000000001e-01;6.7619999999999996e+00;4.3399999999999999e+01;7.9809000000000001e+00;8.0000000000000000e+00;2.8400000000000000e+02;1.9699999999999999e+01;3.9557999999999998e+02;9.5000000000000000e+00;2.5000000000000000e+01
1.9510000000000000e-02;1.7500000000000000e+01;1.3799999999999999e+00;0.0000000000000000e+00;4.1610000000000003e-01;7.1040000000000001e+00;5.9500000000000000e+01;9.2228999999999992e+00;3.0000000000000000e+00;2.1600000000000000e+02;1.8600000000000001e+01;3.9324000000000001e+02;8.0500000000000007e+00;3.3000000000000000e+01
3.5839999999999997e-02;8.0000000000000000e+01;3.3700000000000001e+00;0.0000000000000000e+00;3.9800000000000002e-01;6.2900000000000000e+00;1.7800000000000001e+01;6.6115000000000004e+00;4.0000000000000000e+00;3.3700000000000000e+02;1.6100000000000001e+01;3.9689999999999998e+02;4.6699999999999999e+00;2.3500000000000000e+01
4.3790000000000003e-02;8.0000000000000000e+01;3.3700000000000001e+00;0.0000000000000000e+00;3.9800000000000002e-01;5.7869999999999999e+00;3.1100000000000001e+01;6.6115000000000004e+00;4.0000000000000000e+00;3.3700000000000000e+02;1.6100000000000001e+01;3.9689999999999998e+02;1.0240000000000000e+01;1.9399999999999999e+01
5.7889999999999997e-02;1.2500000000000000e+01;6.0700000000000003e+00;0.0000000000000000e+00;4.0899999999999997e-01;5.8780000000000001e+00;2.1399999999999999e+01;6.4980000000000002e+00;4.0000000000000000e+00;3.4500000000000000e+02;1.8899999999999999e+01;3.9620999999999998e+02;8.0999999999999996e+00;2.2000000000000000e+01
1.3553999999999999e-01;1.2500000000000000e+01;6.0700000000000003e+00;0.0000000000000000e+00;4.0899999999999997e-01;5.5940000000000003e+00;3.6799999999999997e+01;6.4980000000000002e+00;4.0000000000000000e+00;3.4500000000000000e+02;1.8899999999999999e+01;3.9689999999999998e+02;1.3090000000000000e+01;1.7399999999999999e+01
1.2816000000000000e-01;1.2500000000000000e+01;6.0700000000000003e+00;0.0000000000000000e+00;4.0899999999999997e-01;5.8849999999999998e+00;3.3000000000000000e+01;6.4980000000000002e+00;4.0000000000000000e+00;3.4500000000000000e+02;1.8899999999999999e+01;3.9689999999999998e+02;8.7899999999999991e+00;2.0899999999999999e+01
8.8260000000000005e-02;0.0000000000000000e+00;1.0810000000000000e+01;0.0000000000000000e+00;4.1299999999999998e-01;6.4169999999999998e+00;6.5999999999999996e+00;5.2873000000000001e+00;4.0000000000000000e+00;3.0500000000000000e+02;1.9199999999999999e+01;3.8373000000000002e+02;6.7199999999999998e+00;2.4199999999999999e+01
1.5876000000000001e-01;0.0000000000000000e+00;1.0810000000000000e+01;0.0000000000000000e+00;4.1299999999999998e-01;5.9610000000000003e+00;1.7500000000000000e+01;5.2873000000000001e+00;4.0000000000000000e+00;3.0500000000000000e+02;1.9199999999999999e+01;3.7694000000000000e+02;9.8800000000000008e+00;2.1699999999999999e+01
9.1639999999999999e-02;0.0000000000000000e+00;1.0810000000000000e+01;0.0000000000000000e+00;4.1299999999999998e-01;6.0650000000000004e+00;7.7999999999999998e+00;5.2873000000000001e+00;4.0000000000000000e+00;3.0500000000000000e+02;1.9199999999999999e+01;3.9091000000000003e+02;5.5199999999999996e+00;2.2800000000000001e+01
1.9539000000000001e-01;0.0000000000000000e+00;1.0810000000000000e+01;0.0000000000000000e+00;4.1299999999999998e-01;6.2450000000000001e+00;6.2000000000000002e+00;5.2873000000000001e+00;4.0000000000000000e+00;3.0500000000000000e+02;1.9199999999999999e+01;3.7717000000000002e+02;7.5400000000000000e+00;2.3399999999999999e+01
7.8960000000000002e-02;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;6.2729999999999997e+00;6.0000000000000000e+00;4.2515000000000001e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.9492000000000002e+02;6.7800000000000002e+00;2.4100000000000001e+01
9.5119999999999996e-02;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;6.2859999999999996e+00;4.5000000000000000e+01;4.5026000000000002e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.8323000000000002e+02;8.9399999999999995e+00;2.1399999999999999e+01
1.0153000000000000e-01;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;6.2789999999999999e+00;7.4500000000000000e+01;4.0522000000000000e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.7366000000000003e+02;1.1970000000000001e+01;2.0000000000000000e+01
8.7069999999999995e-02;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;6.1399999999999997e+00;4.5799999999999997e+01;4.0904999999999996e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.8695999999999998e+02;1.0270000000000000e+01;2.0800000000000001e+01
5.6460000000000003e-02;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;6.2320000000000002e+00;5.3700000000000003e+01;5.0141000000000000e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.8639999999999998e+02;1.2340000000000000e+01;2.1199999999999999e+01
8.3870000000000000e-02;0.0000000000000000e+00;1.2830000000000000e+01;0.0000000000000000e+00;4.3700000000000000e-01;5.8739999999999997e+00;3.6600000000000001e+01;4.5026000000000002e+00;5.0000000000000000e+00;3.9800000000000000e+02;1.8699999999999999e+01;3.9606000000000000e+02;9.0999999999999996e+00;2.0300000000000001e+01
4.1130000000000000e-02;2.5000000000000000e+01;4.8600000000000003e+00;0.0000000000000000e+00;4.2599999999999999e-01;6.7270000000000003e+00;3.3500000000000000e+01;5.4006999999999996e+00;4.0000000000000000e+00;2.8100000000000000e+02;1.9000000000000000e+01;3.9689999999999998e+02;5.2900000000000000e+00;2.8000000000000000e+01
4.4620000000000000e-02;2.5000000000000000e+01;4.8600000000000003e+00;0.0000000000000000e+00;4.2599999999999999e-01;6.6189999999999998e+00;7.0400000000000006e+01;5.4006999999999996e+00;4.0000000000000000e+00;2.8100000000000000e+02;1.9000000000000000e+01;3.9563000000000000e+02;7.2199999999999998e+00;2.3899999999999999e+01
